ltable_id,rtable_id,label,cluster_id_left,cluster_id_right,pair_id
2382,668,0,1531,602,32613790#91877800
495,2287,0,460,491,38705578#48816613
2427,2226,0,1546,1457,64830611#31490474
1321,759,0,1029,679,42354908#72164444
97,1893,0,96,1019,75318821#68752289
943,234,0,594,224,86820843#52304649
2135,128,0,487,124,46974160#77595897
1673,2807,0,1218,2432,15219566#23958745
1676,1057,0,1221,882,40789105#24569479
1566,2272,0,843,1476,84465814#62380727
586,2237,0,539,226,50781773#31225471
2642,1302,0,1530,1010,75169795#31291687
139,1487,0,138,485,33970939#11364095
483,2079,0,451,1386,67076258#76539632
1974,2009,0,39,730,46062024#40357787
2272,2387,0,100,833,24225119#60508722
1812,2450,0,117,1546,40735339#82854042
139,1454,0,138,621,33970939#84697625
1795,1718,0,1287,1226,67963843#54452363
720,2111,0,644,1402,35857792#57299394
2210,83,0,1470,82,69674916#52323484
411,27,0,388,27,64384934#51543842
1542,2540,0,1152,505,60571140#42796738
2188,1626,0,1460,1177,74329118#63899223
1378,1809,0,23,1272,32812864#38823136
1602,560,0,219,514,85394877#25603650
2353,1926,0,1205,1326,25200950#13198918
4,2450,0,4,1546,37287476#82854042
966,751,0,140,672,59382677#80489256
2051,1225,0,1396,301,41944826#81349254
1100,128,0,902,124,34743730#77595897
1267,755,0,1001,676,80918812#39562985
1547,2274,0,1155,1478,48486773#50985477
353,1015,0,338,853,52332060#96755227
23,1285,0,23,982,6690435#76430335
468,2827,0,438,2432,62628948#17124528
1425,1920,0,1034,1323,29914496#27087295
432,653,0,214,509,41561456#87343722
417,1013,0,392,851,40077939#80768725
1024,1228,0,854,433,59564519#20770808
196,607,0,193,552,60527373#56834248
1622,1077,0,293,140,80835653#41856077
2312,2318,0,1505,1491,22704036#55687211
4,911,0,4,790,37287476#46219568
297,836,0,285,739,88590575#32295090
556,1556,0,516,102,68374652#64603834
2210,1860,0,1470,1017,69674916#84135482
1055,1482,0,647,451,25695404#33722688
1677,14,0,38,14,79859731#91650188
2584,2440,0,138,1543,86036015#43091056
2467,2599,0,1557,851,28748603#54361651
2299,283,0,1220,269,84668470#34934382
780,835,0,692,738,64892592#31469368
956,1285,0,817,982,18852131#76430335
202,1431,0,198,1078,92647013#23447056
401,864,0,380,761,27357994#96544130
1871,83,0,1323,82,67254699#52323484
725,1609,0,218,313,21180493#3598514
1268,468,0,1002,435,59546374#49326336
1894,123,0,1333,119,40658212#41132356
267,2066,0,257,1381,79069245#77297699
341,128,0,327,124,55471505#77595897
387,1992,0,368,193,56341889#5312650
106,2609,0,105,1594,52851091#69681239
1378,450,0,23,422,32812864#32015071
561,619,0,433,562,20770808#67366081
1499,2237,0,1127,226,57619335#31225471
2199,2660,0,1396,1105,63595157#63746156
1871,650,0,1323,587,67254699#50926478
488,557,0,455,511,71105677#83006494
1983,1698,0,1371,1218,69611430#21658780
653,911,0,154,790,5121195#46219568
1825,898,0,451,360,13585097#77748256
6,833,0,6,476,36288245#478870
2238,2101,0,1481,703,84800380#54237297
104,2635,0,103,135,64603834#20383993
1125,1273,0,692,997,46781089#87043717
1551,1893,0,65,1019,67059288#68752289
331,1149,0,317,52,72379446#31670057
1628,790,0,638,705,59210446#56865642
141,2835,0,140,2432,49420850#54454524
194,2002,0,191,1005,8281130#1613425
2221,1691,0,1475,131,16801792#98849797
1455,1257,0,1104,730,58098284#35873746
117,650,0,116,587,17557758#50926478
1225,49,0,931,49,19906097#47336087
742,1879,0,663,29,76369891#35151415
2844,2128,0,2432,365,39788733#1970599
477,1199,0,445,961,62373036#83726742
1530,2743,0,175,1637,33133828#59603024
584,2237,0,538,226,62404947#31225471
2375,2783,0,1393,1645,46054102#29914496
361,331,0,344,313,87135655#63989540
2228,2284,0,1221,763,29244888#20566424
777,234,0,90,224,93010788#52304649
2023,1031,0,950,866,41437761#45510566
1058,239,0,878,229,44418026#67035709
1222,1221,0,725,938,30190432#76292519
352,2349,0,337,657,64714684#92703896
496,1361,0,461,1039,42089297#63585928
912,2681,0,788,329,55061424#56594170
2579,1057,0,1594,882,50068656#24569479
1920,653,0,1344,509,37587790#87343722
407,911,0,81,790,36711460#46219568
132,911,0,131,790,73823909#46219568
1682,545,0,116,501,7179251#45550541
1854,1247,0,245,982,64941287#91880654
1869,1282,0,1186,908,74190904#45831360
860,934,0,481,431,54643813#69321862
1708,1444,0,299,1086,20465037#31627268
412,440,0,389,413,16319132#25945492
1233,550,0,457,505,42514477#74205747
680,612,0,611,102,21865403#63946017
2405,996,0,1537,81,62757091#24378987
210,168,0,205,161,33538650#52440335
1353,2081,0,484,719,70981106#70877243
1248,1169,0,994,946,6214990#47182346
525,2756,0,487,177,38083813#52425202
353,1152,0,338,323,52332060#50986653
1249,2237,0,995,226,39562985#31225471
764,1152,0,680,323,80540087#50986653
103,1473,0,102,396,17124871#70331081
142,193,0,141,184,40059942#29228441
2184,1702,0,1458,1220,68792553#85344876
561,2029,0,433,221,20770808#77379583
1469,1957,0,663,132,78766806#29989451
1116,1405,0,804,117,53628957#38849390
1676,217,0,1221,207,40789105#75740074
1436,911,0,810,790,27300438#46219568
509,581,0,471,529,51932883#8289216
370,717,0,352,642,82628958#69709216
1802,1068,0,1292,892,31007137#22881928
2427,1737,0,1546,1238,64830611#40735339
2092,2807,0,725,2432,69083604#23958745
39,911,0,39,790,62648299#46219568
119,2664,0,118,1441,35884378#59899655
903,815,0,193,724,35350872#86146945
2292,950,0,1496,27,65926933#44438508
2647,1191,0,201,339,50212748#57322751
2859,719,0,2432,140,32399088#19744218
2523,317,0,1574,299,98649507#49832619
594,1454,0,546,621,50944416#84697625
2173,1624,0,1338,1176,33918678#27935191
1758,2090,0,469,1393,81351830#88682962
82,2278,0,81,265,3103984#53356565
989,1096,0,290,907,64283426#43470746
2712,128,0,168,124,64284441#77595897
267,2608,0,257,1331,79069245#20152457
2215,2132,0,1471,202,58624400#4030876
1803,614,0,338,558,72339073#98586705
1249,1892,0,995,1100,39562985#84698874
410,1002,0,387,743,31177984#93198920
2058,1048,0,69,877,96103130#65057846
1268,39,0,1002,39,59546374#37915790
880,2743,0,764,1637,44537944#59603024
1167,2265,0,947,1471,31313438#9160265
2786,1007,0,135,847,36761895#81077464
237,831,0,228,424,86917365#35610900
1529,2530,0,1143,223,36532408#22352677
1832,2807,0,247,2432,78407619#23958745
2787,2156,0,262,1423,75128379#73206233
2793,1624,0,1622,1176,42663954#27935191
21,816,0,21,725,56234120#41462410
2228,1057,0,1221,882,29244888#24569479
1479,1746,0,167,1022,9513553#57657334
331,2397,0,317,383,72379446#56792007
28,2161,0,28,1426,4254500#44772050
908,756,0,785,538,29916446#87317188
2521,295,0,1573,280,66752971#92872793
2597,778,0,118,696,88855243#26055338
1628,2680,0,638,1024,59210446#32204159
1808,2398,0,538,292,76305683#15219566
1530,911,0,175,790,33133828#46219568
2636,1152,0,1566,323,49517221#50986653
971,598,0,826,544,2580274#95345402
756,239,0,86,229,43909796#67035709
735,1096,0,657,907,80450571#43470746
140,603,0,139,548,74514500#804681
2809,341,0,2432,323,27322411#5628683
2599,2261,0,1250,1470,59544604#89928975
71,1433,0,71,1080,54922099#67147203
739,745,0,651,433,96052167#32710705
1155,1152,0,939,323,36766321#50986653
437,920,0,411,58,62909298#15223473
2313,1927,0,781,851,84023997#54818129
318,139,0,305,135,54181907#64383564
465,2807,0,435,2432,735485#23958745
1239,2805,0,629,2432,4727942#19452503
2260,2336,0,1106,154,54697856#74519010
2868,2396,0,2432,1197,53928428#49517221
2318,2016,0,694,158,35392050#75389886
2865,2027,0,1193,866,28105079#89059866
2271,82,0,1489,81,74669833#95960852
2428,1987,0,1066,1355,82666513#50173209
1898,2523,0,1335,1565,55268831#30875366
1047,267,0,872,257,76396248#35536212
504,1405,0,468,117,47313770#38849390
568,1214,0,526,968,27369443#65306765
1890,1929,0,1161,1328,73638866#41077263
832,1987,0,656,1355,21860951#50173209
2126,1748,0,1429,175,13490638#22216118
1052,571,0,875,337,18394686#21670568
111,276,0,110,264,61649172#22034280
14,2441,0,14,1544,68731207#40617635
860,2005,0,481,145,54643813#80182053
1251,2532,0,79,283,24378987#68935383
1994,163,0,234,157,79205401#64773733
139,597,0,138,543,33970939#79087826
1036,1229,0,864,221,5185359#43763158
644,238,0,581,228,62899929#49536402
1423,1221,0,509,938,52403360#76292519
1083,2261,0,894,1470,51909448#89928975
2199,450,0,1396,422,63595157#32015071
802,1077,0,708,140,23757092#41856077
1533,2283,0,479,1481,93189923#90186955
1106,2807,0,124,2432,70601468#23958745
2400,411,0,1342,384,61611884#11409558
2135,1801,0,487,938,46974160#70326774
525,1915,0,487,314,38083813#83448526
1410,685,0,1080,517,1303912#70986173
1353,1247,0,484,982,70981106#91880654
2272,122,0,100,118,24225119#52672692
1980,813,0,1370,254,81534664#72379446
1075,234,0,484,224,76688928#52304649
2560,1891,0,1589,654,75526094#71149914
997,904,0,161,785,61009090#85028460
2334,1104,0,96,843,48078311#64363962
2739,1803,0,715,1268,69996428#52385985
509,1324,0,471,507,51932883#98657220
2619,1526,0,1604,1123,31686048#48701388
1248,2564,0,994,246,6214990#68284224
1448,1259,0,1099,987,16295996#76305683
519,1435,0,481,219,22894971#62773065
1918,1275,0,798,167,61938708#95290520
104,645,0,103,582,64603834#77477545
2107,2613,0,893,1412,27212721#50532201
2685,123,0,2,119,88727182#41132356
561,812,0,433,722,20770808#83579294
2508,1398,0,1568,14,74756753#84964931
64,1681,0,64,1206,53833203#27369443
1922,759,0,1029,679,40550170#72164444
1147,2119,0,132,538,93192892#5042118
742,1233,0,663,360,76369891#91137581
2793,790,0,1622,705,42663954#56865642
522,35,0,484,35,42412046#79589897
1312,2062,0,1024,1379,32204159#74659398
2730,353,0,1639,334,63419453#98589216
991,1247,0,6,982,10903441#91880654
545,2316,0,507,1001,37497854#87522608
1898,1319,0,1335,1017,55268831#69401250
65,1046,0,65,875,98056386#37892018
912,222,0,788,212,55061424#81014895
1904,1869,0,1338,1008,35410623#90893220
2786,2734,0,135,1635,36761895#46627365
1607,2519,0,1107,58,43015965#4727942
1124,1013,0,918,851,5355657#80768725
2779,1169,0,338,946,87967305#47182346
594,994,0,546,840,50944416#70833173
463,619,0,433,562,48633997#67366081
2521,2111,0,1573,1402,66752971#57299394
999,619,0,433,562,13846090#67366081
125,2807,0,124,2432,19499488#23958745
1078,790,0,890,705,31504406#56865642
1252,1860,0,996,1017,41670548#84135482
1420,186,0,1083,178,48440405#69927371
654,996,0,590,81,32798362#24378987
1560,1009,0,1161,848,40981278#38131875
1569,2237,0,1166,226,60604702#31225471
355,2701,0,340,1624,85344876#45641488
886,2642,0,766,1604,94415653#59061091
2284,1804,0,1493,1269,24465407#64433709
2792,2265,0,1649,1471,56183375#9160265
1745,2342,0,245,1500,50691452#57791020
189,1774,0,186,1255,38404089#35669299
398,1494,0,377,1110,59787361#85573175
2730,1860,0,1639,1017,63419453#84135482
1492,612,0,582,102,47684966#63946017
848,1028,0,741,863,43700412#75426867
546,860,0,116,367,71745200#81168575
407,1508,0,81,1114,36711460#87951789
542,911,0,504,790,52196594#46219568
880,2298,0,764,1485,44537944#80753512
471,551,0,234,506,6657871#85241565
205,1057,0,200,882,66814546#24569479
2794,2486,0,1648,489,73327923#38999825
2571,637,0,1197,576,78504454#78504459
1389,160,0,993,154,81240226#48818759
1123,2249,0,884,23,40752015#20813006
2160,1397,0,145,1061,73590711#38118876
786,64,0,696,64,64313181#62662513
499,1463,0,464,629,65153939#27880636
257,2323,0,247,1493,45261819#32592713
2475,1319,0,1560,1017,83472763#69401250
722,745,0,646,433,36688224#32710705
1415,1556,0,431,102,69891395#64603834
848,911,0,741,790,43700412#46219568
995,1057,0,840,882,57657334#24569479
2580,2815,0,39,2432,37915790#30217405
1499,2762,0,1127,194,57619335#2284449
1525,1963,0,1141,1342,80275809#61611884
2139,2695,0,1434,1338,52205735#35410623
2094,450,0,1412,422,38939872#32015071
1905,1538,0,761,1104,86250508#74748782
2286,433,0,511,406,86785250#35759560
1256,2036,0,539,1261,27756093#38422281
1219,470,0,978,437,52438681#36022457
675,835,0,607,738,95251640#31469368
2160,719,0,145,140,73590711#19744218
1463,1722,0,433,496,50930544#90809669
2861,1463,0,2432,629,31627268#27880636
2131,440,0,39,413,35365744#25945492
2121,1773,0,1426,695,44557157#59667644
359,2111,0,186,1402,82795747#57299394
1080,1757,0,891,1247,82531103#35054007
522,1247,0,484,982,42412046#91880654
1003,1924,0,844,539,53079510#22770211
2382,2176,0,1531,1434,32613790#59671298
1410,2845,0,1080,2432,1303912#46935854
2580,488,0,39,451,37915790#67223648
996,2019,0,841,954,91549516#67358090
272,759,0,262,679,34826703#72164444
2657,2132,0,1622,202,21882686#4030876
119,2858,0,118,2432,35884378#21269706
2557,431,0,1426,404,84780185#78989521
1838,1052,0,1308,304,74977464#95547511
1372,653,0,1061,509,72595895#87343722
412,2613,0,389,1412,16319132#50532201
2252,815,0,245,724,61498847#86146945
205,213,0,200,203,66814546#82270293
697,1162,0,95,629,62392977#15194153
1778,2336,0,694,154,88773659#74519010
2273,302,0,1490,285,15896271#73824521
1825,1801,0,451,938,13585097#70326774
1195,1920,0,592,1323,13824300#27087295
1488,1478,0,380,1104,72324795#45282536
125,2449,0,124,16,19499488#37555027
344,911,0,330,790,70331081#46219568
23,450,0,23,422,6690435#32015071
30,716,0,30,641,26871941#16860122
1366,1112,0,285,716,38427916#44729677
1302,1611,0,497,453,22106476#86391670
509,2558,0,471,1086,51932883#37634878
2274,2090,0,469,1393,46639696#88682962
1377,1134,0,1063,65,83326983#75224279
356,14,0,160,14,47072548#91650188
1869,1860,0,1186,1017,74190904#84135482
2829,498,0,2432,460,38235102#2485153
238,76,0,229,75,66649332#94414976
355,1559,0,340,291,85344876#37708089
2367,1291,0,1526,947,88924072#86509269
1620,2009,0,1186,730,64433709#40357787
2494,1996,0,253,505,59259892#41343111
1280,62,0,1010,62,48035811#66718913
2238,2587,0,1481,715,84800380#35626804
411,1652,0,388,1188,64384934#75017710
2440,1592,0,428,1161,48262039#63390660
2524,1567,0,1575,175,84071723#93836358
2794,1660,0,1648,358,73327923#6657871
2643,603,0,1617,548,83171271#804681
463,1722,0,433,496,48633997#90809669
1987,440,0,1308,413,34762269#25945492
717,2252,0,642,686,6331948#48451550
1852,163,0,1316,157,56417965#64773733
2154,1750,0,505,630,19984841#23918330
2252,1470,0,245,573,61498847#53576352
2564,1334,0,1473,1025,50176689#62384294
687,809,0,617,696,97873950#38939272
2217,1502,0,1473,404,51899127#56902092
2654,2638,0,333,1589,94819369#75913694
2215,2688,0,1471,1622,58624400#56183375
551,1849,0,512,1292,84268155#96478412
2647,2412,0,201,1530,50212748#82877360
1200,480,0,379,445,63056453#22537653
2825,745,0,2432,433,67366081#32710705
969,911,0,824,790,69120468#46219568
2602,1625,0,951,781,35320916#47983480
2349,1521,0,1520,826,45145764#66076016
126,2265,0,125,1471,27946151#9160265
2784,2727,0,1087,1338,49550463#78253269
4,2370,0,4,17,37287476#51131711
1925,341,0,1346,323,94828896#5628683
1643,1214,0,1200,968,43851871#65306765
1390,907,0,1069,788,49326336#48105790
255,1247,0,245,982,50502911#91880654
2619,1168,0,1604,35,31686048#52851190
2683,1796,0,1529,1266,11197382#10657396
969,70,0,824,70,69120468#35547549
1516,124,0,221,120,62058424#70981106
121,650,0,120,587,52012211#50926478
992,1601,0,838,1166,457768#43547655
1944,1686,0,1355,427,76440391#33063024
1998,2858,0,1375,2432,38908587#21269706
1006,1899,0,734,1316,37351978#95679247
20,201,0,20,191,85241565#13760497
2375,1420,0,1393,1070,46054102#23795615
2560,163,0,1589,157,75526094#64773733
141,339,0,140,321,49420850#47948274
2429,2342,0,1547,1500,86330013#57791020
1802,2557,0,1292,217,31007137#91761393
826,1980,0,725,1353,96845495#50677786
1092,809,0,82,696,63431675#38939272
531,440,0,493,413,55090506#25945492
1518,1516,0,1139,322,77804545#74192889
1979,2414,0,293,1531,71212847#56989328
1292,898,0,451,360,67223648#77748256
999,1937,0,433,243,13846090#45792041
176,2807,0,175,2432,43443246#23958745
1106,2750,0,124,569,70601468#47138182
2604,1056,0,23,878,36606795#75318821
1339,1401,0,538,953,51937161#85223368
336,440,0,322,413,59376223#25945492
2239,2474,0,1478,1513,84558007#76066404
793,139,0,305,135,55718937#64383564
2743,2780,0,283,0,70851782#25866919
1834,2628,0,117,1352,68489179#49421369
2743,1221,0,283,938,70851782#76292519
2706,2865,0,1029,2432,74342620#15911331
1134,2733,0,926,504,50103205#82372668
2529,440,0,247,413,60389545#25945492
1040,1397,0,867,1061,46285169#38118876
1558,1463,0,615,629,24351352#27880636
1017,1409,0,851,824,54361651#54287205
1222,323,0,725,305,30190432#89090467
23,1809,0,23,1272,6690435#38823136
965,440,0,322,413,90042402#25945492
2314,1979,0,1506,1352,31303836#41901856
1457,2807,0,167,2432,43547655#23958745
2120,128,0,1425,124,79919729#77595897
1946,1057,0,740,882,28950789#24569479
2515,719,0,84,140,25820683#19744218
204,823,0,141,731,95708516#89031582
691,816,0,621,725,75447718#41462410
1248,2211,0,994,1451,6214990#33133828
118,1190,0,117,956,71406090#96435212
1487,2592,0,1121,1589,75740074#86661317
2292,71,0,1496,71,65926933#83027890
2669,2868,0,217,2432,71398104#49740099
2626,1319,0,1607,1017,84550965#69401250
539,756,0,501,538,32822829#87317188
1385,2149,0,1066,119,25889918#57492067
2181,2090,0,1456,1393,80103776#88682962
71,2333,0,71,1496,54922099#30260024
947,1483,0,810,734,85920554#34752640
2455,2355,0,1213,1506,56595804#55511418
2583,907,0,291,788,62293619#48105790
2774,2208,0,14,1448,84964931#83276805
417,2076,0,392,1384,40077939#47988383
2400,1626,0,1342,1177,61611884#63899223
2045,898,0,1393,360,35527544#77748256
1462,1652,0,1107,1188,64002894#75017710
546,1247,0,116,982,71745200#91880654
2535,2272,0,272,1476,94235955#62380727
1075,1168,0,484,35,76688928#52851190
2774,341,0,14,323,84964931#5628683
2856,1566,0,2432,116,70257427#7179251
2191,1162,0,78,629,68927016#15194153
2012,2094,0,1379,6,62172007#59546374
846,335,0,52,317,1347389#53299737
902,1927,0,781,851,31328629#54818129
1791,186,0,1285,178,17124528#69927371
2220,2557,0,1023,217,52211893#91761393
2370,2212,0,1528,1,85015885#22819422
505,2161,0,469,1426,80212720#44772050
1504,1247,0,449,982,23723718#91880654
1014,907,0,849,788,40225828#48105790
2468,1624,0,601,1176,51060838#27935191
2031,49,0,931,49,91664569#47336087
864,1524,0,329,380,66128285#79859731
1601,2249,0,158,23,75389886#20813006
1302,2034,0,497,1370,22106476#25356853
1496,2594,0,1125,1591,47943934#64480866
887,1567,0,767,175,37061856#93836358
120,538,0,119,218,83579294#91403970
500,2149,0,465,119,76549610#57492067
984,898,0,832,360,35759560#77748256
2192,2274,0,1462,1478,93145066#50985477
2090,1344,0,1410,245,62867651#87367093
1665,1609,0,1213,313,50672274#3598514
1551,1842,0,65,886,67059288#44557157
1944,1162,0,1355,629,76440391#15194153
1125,650,0,692,587,46781089#50926478
2278,1152,0,1464,323,47983480#50986653
535,1612,0,497,883,98504232#27198925
2368,2237,0,234,226,65687036#31225471
1489,1405,0,468,117,57765660#38849390
554,1753,0,514,1165,37083729#78292954
1302,2807,0,497,2432,22106476#23958745
1056,1226,0,306,138,67293934#93444928
488,1482,0,455,451,71105677#33722688
2555,2645,0,1014,1606,57801772#24791295
433,911,0,407,790,92992548#46219568
1036,1247,0,864,982,5185359#91880654
1915,911,0,124,790,59311367#46219568
747,2304,0,238,283,39238648#48138830
2697,1539,0,833,52,51599647#56699692
761,2001,0,677,1220,38514580#84668470
678,340,0,609,322,55687211#1887783
1324,2844,0,30,2432,33263025#12962841
326,500,0,313,462,80310375#48633997
1788,1002,0,1283,743,53003159#93198920
1893,744,0,629,666,60334696#49072238
2292,1319,0,1496,1017,65926933#69401250
2345,904,0,161,785,51105243#85028460
1760,1426,0,1268,1075,35056389#87413186
858,233,0,749,223,66110234#56768821
1709,2002,0,1242,1005,38033310#1613425
6,2332,0,6,1296,36288245#62153599
2101,679,0,46,611,88569688#51909448
298,1513,0,286,140,90949523#34073752
1812,361,0,117,340,40735339#46707617
987,1642,0,835,1185,95788465#74329118
2756,106,0,821,70,26298809#19082435
2407,506,0,176,468,63966824#69928941
1826,2034,0,68,1370,48827928#25356853
1366,2873,0,285,2432,38427916#15896271
2437,147,0,110,143,69360418#51140258
675,2384,0,607,1268,95251640#76653432
997,911,0,161,790,61009090#46219568
2223,2342,0,1476,1500,54452363#57791020
117,2663,0,116,746,17557758#35529221
1885,2241,0,1098,1464,65048923#71679518
718,557,0,460,511,89117065#83006494
2318,1225,0,694,301,35392050#81349254
103,911,0,102,790,17124871#46219568
304,2807,0,292,2432,28927993#23958745
885,1249,0,765,311,69709216#70324505
160,2550,0,159,1573,52031548#73368659
1717,276,0,1040,264,47074736#22034280
2019,2844,0,1382,2432,38108489#12962841
2395,668,0,1312,602,56366648#91877800
484,1221,0,114,938,19954065#76292519
532,201,0,494,191,38963555#13760497
2545,1830,0,1268,1280,37369733#38908587
2400,854,0,1342,153,61611884#76447164
991,1960,0,6,1340,10903441#69346431
772,717,0,686,642,35724064#69709216
1453,2640,0,1103,504,63292418#13249901
629,122,0,571,118,91101139#52672692
1743,2265,0,800,1471,71725022#9160265
519,2005,0,481,145,22894971#80182053
2597,2149,0,118,119,88855243#57492067
209,593,0,204,539,42796738#62191549
2223,1860,0,1476,1017,54452363#84135482
1517,276,0,1138,264,78504459#22034280
1542,1698,0,1152,1218,60571140#21658780
2849,340,0,2432,322,48521051#1887783
1040,2741,0,867,309,46285169#44683999
1968,2665,0,245,1614,32586695#27611218
165,2237,0,164,226,50129119#31225471
1495,139,0,1124,135,66264990#64383564
210,756,0,205,538,33538650#87317188
341,317,0,327,299,55471505#49832619
2093,2069,0,1411,1382,74508755#27322411
1352,1159,0,1047,484,41276336#62911
498,171,0,463,164,46111836#38674629
771,1567,0,5,175,51726938#93836358
808,2304,0,1,283,96974192#48138830
2492,2531,0,1561,1568,51911956#86250508
2680,1029,0,1627,864,86860371#54181907
296,1528,0,284,1125,24924728#71406090
2598,124,0,1598,120,32904975#70981106
131,950,0,130,27,88065997#44438508
384,1621,0,365,1174,39924028#44805563
2529,1483,0,247,734,60389545#34752640
1595,341,0,1175,323,39306190#5628683
259,983,0,249,833,37530368#51599647
1326,2265,0,1033,1471,33063024#9160265
2593,1152,0,1596,323,77697394#50986653
1136,1162,0,78,629,62153599#15194153
14,1524,0,14,380,68731207#79859731
2642,1152,0,1530,323,75169795#50986653
597,1668,0,548,1196,79605689#25574963
1621,2592,0,520,1589,71149914#86661317
1181,1528,0,956,1125,82854042#71406090
1340,597,0,546,543,82583255#79087826
1935,2356,0,1351,1507,67054673#78072487
2012,1663,0,1379,1024,62172007#47164036
1922,2817,0,1029,2432,40550170#43994003
1931,581,0,1349,529,23918330#8289216
570,2034,0,6,1370,61562851#25356853
384,1853,0,365,1293,39924028#47313770
1189,2149,0,963,119,37142582#57492067
2361,2787,0,273,1648,48451550#72698031
1620,1607,0,1186,1034,64433709#94512766
1394,550,0,178,505,80922548#74205747
2019,1708,0,1382,1223,38108489#54397148
1292,1801,0,451,938,67223648#70326774
1302,1992,0,497,193,22106476#5312650
1647,1853,0,1204,1293,52605917#47313770
2609,2342,0,1204,1500,56572331#57791020
2485,1992,0,178,193,96837227#5312650
563,2355,0,521,1506,10246441#55511418
1423,2327,0,509,214,52403360#59845812
1760,1652,0,1268,1188,35056389#75017710
477,917,0,445,795,62373036#21860951
1360,2844,0,1052,2432,71377024#12962841
52,2387,0,52,833,14120468#60508722
2115,341,0,383,323,25356853#5628683
1919,2119,0,1127,538,7344796#5042118
1225,2526,0,931,1566,19906097#51544284
1405,2323,0,1077,1493,69243833#32592713
1228,2281,0,145,336,57879867#52433173
1435,1830,0,46,1280,83701427#38908587
2679,1684,0,1594,338,64708117#87967305
993,2414,0,401,1531,38939272#56989328
1462,2237,0,1107,226,64002894#31225471
947,1199,0,810,961,85920554#83726742
